concept_en,concept_nl,feature_en_en,feature_nl,feature_nl_en,freq_en,freq_nl,total_en,total_other,frac_en,frac_nl,diff
crowbar,breekijzer,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",0.0,1.0,8.0,10.0,0.0,0.1,0.1
clarinet,klarinet,gold,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",0.0,1.0,12.0,10.0,0.0,0.1,0.1
clarinet,klarinet,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,12.0,10.0,0.0,0.1,0.1
clarinet,klarinet,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,12.0,10.0,0.0,0.1,0.1
clarinet,klarinet,yellow,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",0.0,1.0,12.0,10.0,0.0,0.1,0.1
caterpillar,rups,pink,roze,['pink'],0.0,1.0,5.0,10.0,0.0,0.1,0.1
caterpillar,rups,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",0.0,1.0,5.0,10.0,0.0,0.1,0.1
canary,kanarie,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",0.0,1.0,28.0,10.0,0.0,0.1,0.1
radish,radijs,purple,paars,"['purpleness', 'purple', 'violet', 'reddish blue']",0.0,2.0,40.0,21.0,0.0,0.09523809523809523,0.09523809523809523
radish,radijs,pink,roze,['pink'],0.0,2.0,40.0,21.0,0.0,0.09523809523809523,0.09523809523809523
sock,sokken,red,rood,"['red', 'redness']",0.0,1.0,6.0,11.0,0.0,0.09090909090909091,0.09090909090909091
sock,sokken,blue,blauw,"['blue', 'blueness']",0.0,1.0,6.0,11.0,0.0,0.09090909090909091,0.09090909090909091
lizard,hagedis,yellow,geel,"['yellow', 'yellowness']",0.0,1.0,6.0,11.0,0.0,0.09090909090909091,0.09090909090909091
crow,kraai,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,25.0,11.0,0.0,0.09090909090909091,0.09090909090909091
crow,kraai,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,25.0,11.0,0.0,0.09090909090909091,0.09090909090909091
coconut,kokosnoot,yellow,geel,"['yellow', 'yellowness']",0.0,1.0,40.0,11.0,0.0,0.09090909090909091,0.09090909090909091
cherry,kers,,perzik,"['peach', 'peach tree', 'Prunus persica']",0.0,1.0,48.0,11.0,0.0,0.09090909090909091,0.09090909090909091
cherry,kers,pink,roze,['pink'],0.0,1.0,48.0,11.0,0.0,0.09090909090909091,0.09090909090909091
celery,selder,red,rood,"['red', 'redness']",0.0,1.0,46.0,11.0,0.0,0.09090909090909091,0.09090909090909091
celery,selder,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",0.0,1.0,46.0,11.0,0.0,0.09090909090909091,0.09090909090909091
cauliflower,bloemkool,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",0.0,1.0,55.0,11.0,0.0,0.09090909090909091,0.09090909090909091
bra,beha,pink,roze,['pink'],0.0,1.0,14.0,11.0,0.0,0.09090909090909091,0.09090909090909091
blackbird,merel,blue,blauw,"['blue', 'blueness']",0.0,1.0,13.0,11.0,0.0,0.09090909090909091,0.09090909090909091
blackbird,merel,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,13.0,11.0,0.0,0.09090909090909091,0.09090909090909091
blackbird,merel,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,13.0,11.0,0.0,0.09090909090909091,0.09090909090909091
submarine,duikboot,,koraal,['coral'],0.0,1.0,23.0,12.0,0.0,0.08333333333333333,0.08333333333333333
submarine,duikboot,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",0.0,1.0,23.0,12.0,0.0,0.08333333333333333,0.08333333333333333
submarine,duikboot,blue,blauw,"['blue', 'blueness']",0.0,1.0,23.0,12.0,0.0,0.08333333333333333,0.08333333333333333
salamander,salamander,red,rood,"['red', 'redness']",0.0,1.0,5.0,12.0,0.0,0.08333333333333333,0.08333333333333333
salamander,salamander,brown,bruin,"['brown', 'brownness', 'Aquilus']",0.0,1.0,5.0,12.0,0.0,0.08333333333333333,0.08333333333333333
salamander,salamander,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",0.0,1.0,5.0,12.0,0.0,0.08333333333333333,0.08333333333333333
goldfish,goudvis,yellow,geel,"['yellow', 'yellowness']",0.0,3.0,43.0,36.0,0.0,0.08333333333333333,0.08333333333333333
goldfish,goudvis,yellow,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",0.0,3.0,43.0,36.0,0.0,0.08333333333333333,0.08333333333333333
beetle,kever,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",0.0,1.0,11.0,12.0,0.0,0.08333333333333333,0.08333333333333333
beetle,kever,gold,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",0.0,1.0,11.0,12.0,0.0,0.08333333333333333,0.08333333333333333
beetle,kever,yellow,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",0.0,1.0,11.0,12.0,0.0,0.08333333333333333,0.08333333333333333
pumpkin,tomaat,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",1.0,3.0,69.0,31.0,0.014492753623188406,0.0967741935483871,0.0822814399251987
elephant,olifant,pink,roze,['pink'],0.0,2.0,150.0,25.0,0.0,0.08,0.08
kettle,waterkoker,yellow,geel,"['yellow', 'yellowness']",0.0,1.0,6.0,13.0,0.0,0.07692307692307693,0.07692307692307693
kettle,waterkoker,brown,bruin,"['brown', 'brownness', 'Aquilus']",0.0,1.0,6.0,13.0,0.0,0.07692307692307693,0.07692307692307693
giraffe,giraf,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",0.0,1.0,41.0,13.0,0.0,0.07692307692307693,0.07692307692307693
giraffe,giraf,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,41.0,13.0,0.0,0.07692307692307693,0.07692307692307693
asparagus,asperges,red,rood,"['red', 'redness']",0.0,1.0,44.0,13.0,0.0,0.07692307692307693,0.07692307692307693
pepper,paprika,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",7.0,6.0,58.0,31.0,0.1206896551724138,0.1935483870967742,0.07285873192436039
swan,zwaan,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,43.0,14.0,0.0,0.07142857142857142,0.07142857142857142
swan,zwaan,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,43.0,14.0,0.0,0.07142857142857142,0.07142857142857142
chickadee,mees,brown,bruin,"['brown', 'brownness', 'Aquilus']",5.0,2.0,23.0,7.0,0.21739130434782608,0.2857142857142857,0.06832298136645962
plum,pruim,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",0.0,1.0,49.0,15.0,0.0,0.06666666666666667,0.06666666666666667
plum,pruim,blue,blauw,"['blue', 'blueness']",0.0,1.0,49.0,15.0,0.0,0.06666666666666667,0.06666666666666667
flute,dwarsfluit,,beige,"['ecru', 'beige']",0.0,1.0,28.0,15.0,0.0,0.06666666666666667,0.06666666666666667
tomato,pompoen,yellow,geel,"['yellow', 'yellowness']",0.0,2.0,60.0,31.0,0.0,0.06451612903225806,0.06451612903225806
pumpkin,pompoen,yellow,geel,"['yellow', 'yellowness']",0.0,2.0,69.0,31.0,0.0,0.06451612903225806,0.06451612903225806
salmon,zalm,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,23.0,16.0,0.0,0.0625,0.0625
salmon,zalm,blue,blauw,"['blue', 'blueness']",0.0,1.0,23.0,16.0,0.0,0.0625,0.0625
salmon,zalm,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,23.0,16.0,0.0,0.0625,0.0625
piano,piano,,ivoor,"['ivory', 'tusk']",0.0,1.0,60.0,16.0,0.0,0.0625,0.0625
piano,piano,brown,bruin,"['brown', 'brownness', 'Aquilus']",0.0,1.0,60.0,16.0,0.0,0.0625,0.0625
piano,hamer,blue,blauw,"['blue', 'blueness']",0.0,1.0,60.0,16.0,0.0,0.0625,0.0625
penguin,pinguïn,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,46.0,16.0,0.0,0.0625,0.0625
penguin,pinguïn,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,46.0,16.0,0.0,0.0625,0.0625
pelican,pelikaan,yellow,geel,"['yellow', 'yellowness']",0.0,1.0,9.0,16.0,0.0,0.0625,0.0625
mouse,muis,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",8.0,6.0,80.0,37.0,0.1,0.16216216216216217,0.062162162162162166
peach,perzik,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",0.0,1.0,36.0,18.0,0.0,0.05555555555555555,0.05555555555555555
apple,appel,brown,bruin,"['brown', 'brownness', 'Aquilus']",0.0,1.0,168.0,18.0,0.0,0.05555555555555555,0.05555555555555555
orange,sinaasappel,red,rood,"['red', 'redness']",0.0,1.0,21.0,20.0,0.0,0.05,0.05
orange,sinaasappel,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",0.0,1.0,21.0,20.0,0.0,0.05,0.05
donkey,ezel,gold,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",0.0,1.0,7.0,20.0,0.0,0.05,0.05
donkey,ezel,yellow,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",0.0,1.0,7.0,20.0,0.0,0.05,0.05
bean,bonen,red,rood,"['red', 'redness']",0.0,1.0,32.0,20.0,0.0,0.05,0.05
mouse,muis,grey,grijs,"['gray', 'grey', 'greyness', 'grayness']",35.0,18.0,80.0,37.0,0.4375,0.4864864864864865,0.048986486486486513
trumpet,trompet,white,zilver,"['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']",0.0,1.0,5.0,21.0,0.0,0.047619047619047616,0.047619047619047616
trumpet,trompet,silver,zilver,"['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']",0.0,1.0,5.0,21.0,0.0,0.047619047619047616,0.047619047619047616
radish,radijs,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,40.0,21.0,0.0,0.047619047619047616,0.047619047619047616
radish,radijs,gold,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",0.0,1.0,40.0,21.0,0.0,0.047619047619047616,0.047619047619047616
dove,duif,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",0.0,1.0,25.0,21.0,0.0,0.047619047619047616,0.047619047619047616
dove,duif,,chocolade,"['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']",0.0,1.0,25.0,21.0,0.0,0.047619047619047616,0.047619047619047616
carrot,wortel,brown,bruin,"['brown', 'brownness', 'Aquilus']",0.0,1.0,65.0,21.0,0.0,0.047619047619047616,0.047619047619047616
carrot,wortel,red,rood,"['red', 'redness']",0.0,1.0,65.0,21.0,0.0,0.047619047619047616,0.047619047619047616
fox,vos,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",10.0,2.0,104.0,14.0,0.09615384615384616,0.14285714285714285,0.04670329670329669
coconut,kokosnoot,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",20.0,6.0,40.0,11.0,0.5,0.5454545454545454,0.045454545454545414
zebra,zebra,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",101.0,5.0,197.0,9.0,0.5126903553299492,0.5555555555555556,0.04286520022560636
grape,druif,,perzik,"['peach', 'peach tree', 'Prunus persica']",0.0,1.0,94.0,24.0,0.0,0.041666666666666664,0.041666666666666664
bean,bonen,brown,bruin,"['brown', 'brownness', 'Aquilus']",2.0,2.0,32.0,20.0,0.0625,0.1,0.037500000000000006
pig,varken,pink,roze,['pink'],31.0,8.0,32.0,8.0,0.96875,1.0,0.03125
goldfish,goudvis,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",0.0,1.0,43.0,36.0,0.0,0.027777777777777776,0.027777777777777776
goldfish,goudvis,blue,blauw,"['blue', 'blueness']",0.0,1.0,43.0,36.0,0.0,0.027777777777777776,0.027777777777777776
goldfish,goudvis,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",0.0,1.0,43.0,36.0,0.0,0.027777777777777776,0.027777777777777776
rat,mus,red,rood,"['red', 'redness']",0.0,1.0,5.0,37.0,0.0,0.02702702702702703,0.02702702702702703
rat,muis,,chocolade,"['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']",0.0,1.0,5.0,37.0,0.0,0.02702702702702703,0.02702702702702703
rat,muis,blue,blauw,"['blue', 'blueness']",0.0,1.0,5.0,37.0,0.0,0.02702702702702703,0.02702702702702703
mouse,mus,red,rood,"['red', 'redness']",0.0,1.0,80.0,37.0,0.0,0.02702702702702703,0.02702702702702703
mouse,muis,blue,blauw,"['blue', 'blueness']",0.0,1.0,80.0,37.0,0.0,0.02702702702702703,0.02702702702702703
mouse,muis,,chocolade,"['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']",0.0,1.0,80.0,37.0,0.0,0.02702702702702703,0.02702702702702703
piano,piano,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",21.0,6.0,60.0,16.0,0.35,0.375,0.025000000000000022
ant,mier,red,rood,"['red', 'redness']",9.0,6.0,24.0,15.0,0.375,0.4,0.025000000000000022
bean,bonen,yellow,geel,"['yellow', 'yellowness']",1.0,1.0,32.0,20.0,0.03125,0.05,0.018750000000000003
radish,radijs,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",5.0,3.0,40.0,21.0,0.125,0.14285714285714285,0.01785714285714285
banana,banaan,yellow,geel,"['yellow', 'yellowness']",48.0,8.0,55.0,9.0,0.8727272727272727,0.8888888888888888,0.016161616161616155
wasp,wesp,yellow,geel,"['yellow', 'yellowness']",14.0,7.0,22.0,11.0,0.6363636363636364,0.6363636363636364,0.0
wasp,wesp,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",8.0,4.0,22.0,11.0,0.36363636363636365,0.36363636363636365,0.0
pea,erwten,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",19.0,9.0,19.0,9.0,1.0,1.0,0.0
parsley,peterselie,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",28.0,9.0,28.0,9.0,1.0,1.0,0.0
fridge,frigo,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",16.0,7.0,16.0,7.0,1.0,1.0,0.0
doctor,dokter,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",17.0,8.0,17.0,8.0,1.0,1.0,0.0
sheep,schaap,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",31.0,7.0,44.0,10.0,0.7045454545454546,0.7,-0.00454545454545463
apple,appel,white,,,1.0,0.0,168.0,18.0,0.005952380952380952,0.0,-0.005952380952380952
plum,pruim,red,rood,"['red', 'redness']",7.0,2.0,49.0,15.0,0.14285714285714285,0.13333333333333333,-0.009523809523809518
belt,riem,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",15.0,4.0,33.0,9.0,0.45454545454545453,0.4444444444444444,-0.01010101010101011
banana,banaan,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",7.0,1.0,55.0,9.0,0.12727272727272726,0.1111111111111111,-0.016161616161616155
eggplant,aubergine,yellow,,,1.0,0.0,59.0,16.0,0.01694915254237288,0.0,-0.01694915254237288
apple,appel,red,rood,"['red', 'redness']",87.0,9.0,168.0,18.0,0.5178571428571429,0.5,-0.017857142857142905
cauliflower,bloemkool,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",46.0,9.0,55.0,11.0,0.8363636363636363,0.8181818181818182,-0.018181818181818077
chickadee,mees,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",7.0,2.0,23.0,7.0,0.30434782608695654,0.2857142857142857,-0.018633540372670843
plum,pruim,orange,,,1.0,0.0,49.0,15.0,0.02040816326530612,0.0,-0.02040816326530612
plum,pruim,yellow,,,1.0,0.0,49.0,15.0,0.02040816326530612,0.0,-0.02040816326530612
cherry,kers,purple,,,1.0,0.0,48.0,11.0,0.020833333333333332,0.0,-0.020833333333333332
cherry,kers,yellow,,,1.0,0.0,48.0,11.0,0.020833333333333332,0.0,-0.020833333333333332
penguin,pinguïn,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",24.0,8.0,46.0,16.0,0.5217391304347826,0.5,-0.021739130434782594
sheep,schaap,grey,,,1.0,0.0,44.0,10.0,0.022727272727272728,0.0,-0.022727272727272728
swan,zwaan,grey,,,1.0,0.0,43.0,14.0,0.023255813953488372,0.0,-0.023255813953488372
cabbage,witte kool,purple,,,3.0,0.0,120.0,9.0,0.025,0.0,-0.025
tiger,tijger,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",16.0,4.0,34.0,9.0,0.47058823529411764,0.4444444444444444,-0.02614379084967322
piano,piano,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",13.0,3.0,60.0,16.0,0.21666666666666667,0.1875,-0.029166666666666674
pig,taart,grey,,,1.0,0.0,32.0,8.0,0.03125,0.0,-0.03125
tomato,tomaat,has_green_stem,,,2.0,0.0,60.0,31.0,0.03333333333333333,0.0,-0.03333333333333333
cabbage,witte kool,red,,,4.0,0.0,120.0,9.0,0.03333333333333333,0.0,-0.03333333333333333
zucchini,courgette,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",6.0,2.0,32.0,13.0,0.1875,0.15384615384615385,-0.033653846153846145
strawberry,aardbei,white,,,2.0,0.0,59.0,10.0,0.03389830508474576,0.0,-0.03389830508474576
potato,aardappel,red,,,1.0,0.0,29.0,7.0,0.034482758620689655,0.0,-0.034482758620689655
kettle,ketel,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",3.0,6.0,6.0,13.0,0.5,0.46153846153846156,-0.038461538461538436
taxi,taxi,yellow_and_black,,,2.0,0.0,47.0,10.0,0.0425531914893617,0.0,-0.0425531914893617
zebra,zebra,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",96.0,4.0,197.0,9.0,0.4873096446700508,0.4444444444444444,-0.04286520022560636
raspberry,fornuis,black,,,2.0,0.0,41.0,10.0,0.04878048780487805,0.0,-0.04878048780487805
pepper,paprika,white,,,3.0,0.0,58.0,31.0,0.05172413793103448,0.0,-0.05172413793103448
peach,perzik,pink,,,2.0,0.0,36.0,18.0,0.05555555555555555,0.0,-0.05555555555555555
goldfish,goudvis,gold,goud,"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']",6.0,3.0,43.0,36.0,0.13953488372093023,0.08333333333333333,-0.0562015503875969
plate,bord,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",10.0,7.0,13.0,10.0,0.7692307692307693,0.7,-0.06923076923076932
cauliflower,bloemkool,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",9.0,1.0,55.0,11.0,0.16363636363636364,0.09090909090909091,-0.07272727272727272
goldfish,goudvis,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",14.0,9.0,43.0,36.0,0.32558139534883723,0.25,-0.07558139534883723
pineapple,ananas,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",9.0,1.0,51.0,10.0,0.17647058823529413,0.1,-0.07647058823529412
onion,ajuin,yellow,,,2.0,0.0,26.0,6.0,0.07692307692307693,0.0,-0.07692307692307693
onion,ajuin,red,,,2.0,0.0,26.0,6.0,0.07692307692307693,0.0,-0.07692307692307693
piano,piano,has_black_and_white_keys,,,5.0,0.0,60.0,16.0,0.08333333333333333,0.0,-0.08333333333333333
bra,beha,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",5.0,3.0,14.0,11.0,0.35714285714285715,0.2727272727272727,-0.08441558441558444
salmon,zalm,colour_salmon,,,2.0,0.0,23.0,16.0,0.08695652173913043,0.0,-0.08695652173913043
grape,druif,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",40.0,8.0,94.0,24.0,0.425531914893617,0.3333333333333333,-0.09219858156028371
giraffe,giraf,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",7.0,1.0,41.0,13.0,0.17073170731707318,0.07692307692307693,-0.09380863039399626
pineapple,piloot,brown,,,5.0,0.0,51.0,10.0,0.09803921568627451,0.0,-0.09803921568627451
spinach,spinazie,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",50.0,9.0,50.0,10.0,1.0,0.9,-0.09999999999999998
salad,sla,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",66.0,9.0,66.0,10.0,1.0,0.9,-0.09999999999999998
pickle,augurken,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",23.0,9.0,23.0,10.0,1.0,0.9,-0.09999999999999998
lemon,citroen,yellow,geel,"['yellow', 'yellowness']",46.0,9.0,46.0,10.0,1.0,0.9,-0.09999999999999998
jeans,jeans,blue,blauw,"['blue', 'blueness']",22.0,9.0,22.0,10.0,1.0,0.9,-0.09999999999999998
frog,kikker,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",26.0,9.0,26.0,10.0,1.0,0.9,-0.09999999999999998
canary,kanarie,yellow,geel,"['yellow', 'yellowness']",28.0,9.0,28.0,10.0,1.0,0.9,-0.09999999999999998
tomato,tomaat,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",12.0,3.0,60.0,31.0,0.2,0.0967741935483871,-0.10322580645161292
penguin,pinguïn,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",22.0,6.0,46.0,16.0,0.4782608695652174,0.375,-0.1032608695652174
strawberry,aardbei,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",12.0,1.0,59.0,10.0,0.2033898305084746,0.1,-0.10338983050847458
coffee,koffie,brown,bruin,"['brown', 'brownness', 'Aquilus']",14.0,4.0,32.0,12.0,0.4375,0.3333333333333333,-0.10416666666666669
bean,bonen,black,zwart,"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']",5.0,1.0,32.0,20.0,0.15625,0.05,-0.10625
peach,perzik,yellow,geel,"['yellow', 'yellowness']",8.0,2.0,36.0,18.0,0.2222222222222222,0.1111111111111111,-0.1111111111111111
peach,perzik,orange,oranje,"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']",18.0,7.0,36.0,18.0,0.5,0.3888888888888889,-0.1111111111111111
spaghetti,spaghetti,red,rood,"['red', 'redness']",13.0,8.0,13.0,9.0,1.0,0.8888888888888888,-0.11111111111111116
buffalo,bizon,brown,bruin,"['brown', 'brownness', 'Aquilus']",26.0,8.0,26.0,9.0,1.0,0.8888888888888888,-0.11111111111111116
bison,bizon,brown,bruin,"['brown', 'brownness', 'Aquilus']",10.0,8.0,10.0,9.0,1.0,0.8888888888888888,-0.11111111111111116
corn,mais,yellow,geel,"['yellow', 'yellowness']",40.0,9.0,43.0,11.0,0.9302325581395349,0.8181818181818182,-0.11205073995771664
taxi,taxi,yellow,geel,"['yellow', 'yellowness']",43.0,8.0,47.0,10.0,0.9148936170212766,0.8,-0.11489361702127654
onion,ajuin,purple,,,3.0,0.0,26.0,6.0,0.11538461538461539,0.0,-0.11538461538461539
onion,ajuin,different_colours,,,3.0,0.0,26.0,6.0,0.11538461538461539,0.0,-0.11538461538461539
onion,ajuin,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",16.0,3.0,26.0,6.0,0.6153846153846154,0.5,-0.11538461538461542
cucumber,komkommer,white,,,6.0,0.0,51.0,10.0,0.11764705882352941,0.0,-0.11764705882352941
zucchini,courgette,green,groen,"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']",26.0,9.0,32.0,13.0,0.8125,0.6923076923076923,-0.12019230769230771
giraffe,kalkoen,black,,,5.0,0.0,41.0,13.0,0.12195121951219512,0.0,-0.12195121951219512
cabbage,taxi,brown,,,15.0,0.0,120.0,9.0,0.125,0.0,-0.125
salmon,zalm,red,,,3.0,0.0,23.0,16.0,0.13043478260869565,0.0,-0.13043478260869565
football,voetbal,white,wit,"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wit', 'wittiness', 'witticism']",5.0,1.0,15.0,5.0,0.3333333333333333,0.2,-0.1333333333333333
coconut,kokosnoot,brown,bruin,"['brown', 'brownness', 'Aquilus']",20.0,4.0,40.0,11.0,0.5,0.36363636363636365,-0.13636363636363635
cherry,kers,red,rood,"['red', 'redness']",46.0,9.0,48.0,11.0,0.9583333333333334,0.8181818181818182,-0.14015151515151514
radish,radijs,red,rood,"['red', 'redness']",23.0,9.0,40.0,21.0,0.575,0.42857142857142855,-0.1464285714285714
eggplant,aubergine,white,,,9.0,0.0,59.0,16.0,0.15254237288135594,0.0,-0.15254237288135594
