concept_og,feature_og,freq,feature,concept_en,feature_en
Kleider,weiß,1,colors,"['clothes', 'thing', 'things', 'garments', 'garment', 'apparel', 'raiment', 'clothing', 'wearable', 'article of clothing', 'wear', 'habiliment', 'vesture', 'dress', 'frock', 'maxi dress', 'wearing apparel']","['whiteness', 'white', 'colorimetric whiteness']"
Knoblauch,weiß,3,colors,"['garlic', 'Allium sativum', 'Allium longicuspis', 'Garlic']","['whiteness', 'white', 'colorimetric whiteness']"
Kohl,grün,6,colors,"['cabbage', 'white cabbage', 'Brassica oleracea', 'cultivated cabbage']","['green', 'viridity', 'greenness']"
Kohl,weiß,1,colors,"['cabbage', 'white cabbage', 'Brassica oleracea', 'cultivated cabbage']","['whiteness', 'white', 'colorimetric whiteness']"
Kokos,braun,3,colors,"['coconut', 'coco', 'coconut palm', 'Cocos nucifera', 'cocoa palm', 'coco palm', 'coconut tree']","['brown', 'brownness', 'Aquilus']"
Kokos,weiß,4,colors,"['coconut', 'coco', 'coconut palm', 'Cocos nucifera', 'cocoa palm', 'coco palm', 'coconut tree']","['whiteness', 'white', 'colorimetric whiteness']"
Kokosnuss,braun,8,colors,"['coconut', 'coco', 'coconut palm', 'Cocos nucifera', 'cocoa palm', 'coco palm', 'coconut tree']","['brown', 'brownness', 'Aquilus']"
Kokosnuss,weiß,4,colors,"['coconut', 'coco', 'coconut palm', 'Cocos nucifera', 'cocoa palm', 'coco palm', 'coconut tree']","['whiteness', 'white', 'colorimetric whiteness']"
Kopfsalat,grün,8,colors,['lettuce'],"['green', 'viridity', 'greenness']"
Korb,beige,1,colors,"['basket', 'handbasket']",['ecru']
Korb,braun,2,colors,"['basket', 'handbasket']","['brown', 'brownness', 'Aquilus']"
Korken,braun,1,colors,"['bottle cork', 'bottle stopper', 'cork', 'stopper', 'spile', 'bung']","['brown', 'brownness', 'Aquilus']"
Kredit,grün,1,colors,"['credit', 'deferred payment']","['green', 'viridity', 'greenness']"
Krone,weiß,1,colors,"['crown', 'diadem']","['whiteness', 'white', 'colorimetric whiteness']"
Kröte,braun,3,colors,"['toad', 'frog', 'batrachian', 'salientian', 'toad frog', 'anuran', 'Anura']","['brown', 'brownness', 'Aquilus']"
Kröte,grün,2,colors,"['toad', 'frog', 'batrachian', 'salientian', 'toad frog', 'anuran', 'Anura']","['green', 'viridity', 'greenness']"
Kuckuck,braun,2,colors,"['Common Cuckoo', 'cuckoo', 'European cuckoo', 'Cuculus canorus', 'common cuckoo']","['brown', 'brownness', 'Aquilus']"
Kuckuck,grau,2,colors,"['Common Cuckoo', 'cuckoo', 'European cuckoo', 'Cuculus canorus', 'common cuckoo']","['gray', 'grey', 'greyness', 'grayness']"
Kuckuck,schwarz,1,colors,"['Common Cuckoo', 'cuckoo', 'European cuckoo', 'Cuculus canorus', 'common cuckoo']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Kuh,braun,1,colors,"['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'moo-cow']","['brown', 'brownness', 'Aquilus']"
Kuh,schwarz,2,colors,"['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'moo-cow']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Kuh,weiß,2,colors,"['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'moo-cow']","['whiteness', 'white', 'colorimetric whiteness']"
Kuhfladen,braun,3,colors,"['cow dung', 'cow chip', 'buffalo chip', 'chip']","['brown', 'brownness', 'Aquilus']"
Kuhfladen,grün,2,colors,"['cow dung', 'cow chip', 'buffalo chip', 'chip']","['green', 'viridity', 'greenness']"
Käfer,schwarz,1,colors,"['beetle', 'beetles']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Käse,gelb,6,colors,"['cheese', 'YAMSHD']","['yellow', 'yellowness']"
Käse,rot,5,colors,"['cheese', 'YAMSHD']","['red', 'redness']"
Käse,weiß,4,colors,"['cheese', 'YAMSHD']","['whiteness', 'white', 'colorimetric whiteness']"
Kürbis,gelb,2,colors,"['pumpkin', 'tomato']","['yellow', 'yellowness']"
Kürbis,orange,5,colors,"['pumpkin', 'tomato']","['France Télécom', 'Orange S.A.', 'orangeness']"
Kürbiskern,beige,2,colors,"['pumpkin seed', 'pepita']",['ecru']
Kürbiskern,rot,1,colors,"['pumpkin seed', 'pepita']","['red', 'redness']"
Lachs,rosa,5,colors,['salmon'],"['rose', 'rosebush', 'pink']"
Lachs,rot,3,colors,['salmon'],"['red', 'redness']"
Lachsschinken,rosa,7,colors,[],"['rose', 'rosebush', 'pink']"
Lachsschinken,rot,8,colors,[],"['red', 'redness']"
Lampe,gelb,1,colors,"['light', 'lamp', 'cigarette lighter', 'lighter', 'pocket lighter', 'igniter', 'ignitor']","['yellow', 'yellowness']"
Lauch,blau,1,colors,"['genus Allium', 'Allium', 'Caloscordum']","['blue', 'blueness']"
Lauch,grün,17,colors,"['genus Allium', 'Allium', 'Caloscordum']","['green', 'viridity', 'greenness']"
Lauch,weiß,7,colors,"['genus Allium', 'Allium', 'Caloscordum']","['whiteness', 'white', 'colorimetric whiteness']"
Leber,braun,3,colors,['liver'],"['brown', 'brownness', 'Aquilus']"
Leber,rot,1,colors,['liver'],"['red', 'redness']"
Leberwurst,braun,1,colors,"['liver sausage', 'liver pudding', 'liverwurst']","['brown', 'brownness', 'Aquilus']"
Leberwurst,rosa,1,colors,"['liver sausage', 'liver pudding', 'liverwurst']","['rose', 'rosebush', 'pink']"
Leberwurst,rot,3,colors,"['liver sausage', 'liver pudding', 'liverwurst']","['red', 'redness']"
Leder,braun,4,colors,"['leather goods', 'leather']","['brown', 'brownness', 'Aquilus']"
Leder,schwarz,1,colors,"['leather goods', 'leather']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Licht,gelb,2,colors,"['light', 'light source', 'visible light', 'visible radiation']","['yellow', 'yellowness']"
Licht,weiß,1,colors,"['light', 'light source', 'visible light', 'visible radiation']","['whiteness', 'white', 'colorimetric whiteness']"
Lichtschalter,weiß,1,colors,['light switch'],"['whiteness', 'white', 'colorimetric whiteness']"
Löffel,silber,2,colors,['spoon'],"['silver', 'Ag', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
Löwe,braun,2,colors,"['Leo', 'lion', 'Panthera leo', 'king of beasts']","['brown', 'brownness', 'Aquilus']"
Löwe,gelb,1,colors,"['Leo', 'lion', 'Panthera leo', 'king of beasts']","['yellow', 'yellowness']"
Löwenzahn,gelb,10,colors,"['Taraxacum ruderalia', 'Taraxacum officinale', 'common dandelion']","['yellow', 'yellowness']"
Löwenzahn,grün,1,colors,"['Taraxacum ruderalia', 'Taraxacum officinale', 'common dandelion']","['green', 'viridity', 'greenness']"
Löwenzahn,weiß,2,colors,"['Taraxacum ruderalia', 'Taraxacum officinale', 'common dandelion']","['whiteness', 'white', 'colorimetric whiteness']"
Mais,gelb,8,colors,"['maize', 'corn', 'Indian corn', 'Zea mays']","['yellow', 'yellowness']"
Maisfeld,gelb,2,colors,"['corn field', 'cornfield']","['yellow', 'yellowness']"
Maisfeld,grün,3,colors,"['corn field', 'cornfield']","['green', 'viridity', 'greenness']"
Maiskolben,gelb,8,colors,"['maize', 'corn', 'Indian corn', 'Zea mays']","['yellow', 'yellowness']"
Maiskolben,grün,1,colors,"['maize', 'corn', 'Indian corn', 'Zea mays']","['green', 'viridity', 'greenness']"
Maiskolben,weiß,1,colors,"['maize', 'corn', 'Indian corn', 'Zea mays']","['whiteness', 'white', 'colorimetric whiteness']"
Mantel,braun,1,colors,"['cloak', 'coat', 'jacket']","['brown', 'brownness', 'Aquilus']"
Mantel,schwarz,1,colors,"['cloak', 'coat', 'jacket']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Marienkäfer,rot,12,colors,"['Coccinellidae', 'family Coccinellidae', 'Coccinella']","['red', 'redness']"
Marienkäfer,schwarz,6,colors,"['Coccinellidae', 'family Coccinellidae', 'Coccinella']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Maulwurf,braun,1,colors,"['bulwark', 'breakwater', 'seawall', 'mole', 'groin', 'jetty', 'groyne', 'sea wall']","['brown', 'brownness', 'Aquilus']"
Maulwurf,schwarz,3,colors,"['bulwark', 'breakwater', 'seawall', 'mole', 'groin', 'jetty', 'groyne', 'sea wall']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Maus,grau,4,colors,"['mouse', 'rat', 'Mus', 'computer mouse']","['gray', 'grey', 'greyness', 'grayness']"
Meer,blau,1,colors,['sea'],"['blue', 'blueness']"
Meerschweinchen,rot,1,colors,"['guinea pig', 'Cavia cobaya', 'Cavia porcellus']","['red', 'redness']"
Melone,braun,1,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['brown', 'brownness', 'Aquilus']"
Melone,grün,1,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['green', 'viridity', 'greenness']"
Melone,rosa,1,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['rose', 'rosebush', 'pink']"
Melone,rot,1,colors,"['muskmelon', 'musk melon', 'Cucumis melo', 'sweet melon vine', 'sweet melon', 'melon']","['red', 'redness']"
Mett,rot,1,colors,"['ground beef', 'hamburger', 'beef mince', 'hamburger patty']","['red', 'redness']"
Mettwurst,braun,1,colors,"['Bologna sausage', 'bologna', 'bologna sausage']","['brown', 'brownness', 'Aquilus']"
Mettwurst,rosa,1,colors,"['Bologna sausage', 'bologna', 'bologna sausage']","['rose', 'rosebush', 'pink']"
Mettwurst,rot,8,colors,"['Bologna sausage', 'bologna', 'bologna sausage']","['red', 'redness']"
Milch,weiß,12,colors,"['full fat milk', 'full cream milk', 'milk', 'unskimmed milk', ""cow's milk"", 'whole milk', 'cow milk', 'animal milk']","['whiteness', 'white', 'colorimetric whiteness']"
Mohr,schwarz,2,colors,"['blackamoor', 'Negroid', 'Black person', 'black', 'Black', 'Negro', 'African-American', 'negroid']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Mohrrübe,orange,7,colors,"['carrot', 'cultivated carrot', 'Daucus carota sativa', 'Daucus carota subsp. halophilus', 'Daucus carota subsp. sativus', 'Daucus carota subsp. azoricus', 'Daucus carota subsp. hispidus', 'Daucus carota subsp. gummifer']","['France Télécom', 'Orange S.A.', 'orangeness']"
Mohrrübe,rot,2,colors,"['carrot', 'cultivated carrot', 'Daucus carota sativa', 'Daucus carota subsp. halophilus', 'Daucus carota subsp. sativus', 'Daucus carota subsp. azoricus', 'Daucus carota subsp. hispidus', 'Daucus carota subsp. gummifer']","['red', 'redness']"
Motorrad,ocker,1,colors,"['motorbike', 'motorcycle', 'bike', 'minibike']","['ocher', 'ochre']"
Mund,rot,3,colors,"['mouth', 'oral cavity', 'oral fissure', 'rima oris', 'buccal cavity', 'vestibule of mouth']","['red', 'redness']"
Mülleimer,schwarz,1,colors,"['waste container', 'dustbin', 'trash can', 'wastebin', 'garbage can', 'ashbin', 'ash-bin', 'ash bin', 'trash barrel', 'trash bin', 'ashcan']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Mülltonne,blau,1,colors,"['waste container', 'dustbin', 'trash can', 'wastebin', 'garbage can', 'ashbin', 'ash-bin', 'ash bin', 'trash barrel', 'trash bin', 'ashcan']","['blue', 'blueness']"
Mülltonne,braun,1,colors,"['waste container', 'dustbin', 'trash can', 'wastebin', 'garbage can', 'ashbin', 'ash-bin', 'ash bin', 'trash barrel', 'trash bin', 'ashcan']","['brown', 'brownness', 'Aquilus']"
Mülltonne,gelb,2,colors,"['waste container', 'dustbin', 'trash can', 'wastebin', 'garbage can', 'ashbin', 'ash-bin', 'ash bin', 'trash barrel', 'trash bin', 'ashcan']","['yellow', 'yellowness']"
Mülltonne,schwarz,2,colors,"['waste container', 'dustbin', 'trash can', 'wastebin', 'garbage can', 'ashbin', 'ash-bin', 'ash bin', 'trash barrel', 'trash bin', 'ashcan']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Nacht,schwarz,1,colors,"['night-time', 'nighttime', 'night', 'dark']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Nachttisch,braun,1,colors,"['night table', 'bedside table', 'night-stand', 'night stand', 'nightstand']","['brown', 'brownness', 'Aquilus']"
Nagel,silber,1,colors,"['fingernail', 'nail', 'spike']","['silver', 'Ag', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
Nagellack,rot,2,colors,"['nail polish', 'nail varnish', 'nail enamel']","['red', 'redness']"
Nagellack,weiß,1,colors,"['nail polish', 'nail varnish', 'nail enamel']","['whiteness', 'white', 'colorimetric whiteness']"
Nase,rot,1,colors,"['nose', 'olfactory organ']","['red', 'redness']"
Nasenbär,schwarz,1,colors,"['Nasua narica', 'coati-mondi', 'coati-mundi', 'coon cat', 'coati', 'coatimundi', 'white-nosed coati', 'White-nosed Coati', 'Coati']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Nashorn,grau,4,colors,"['rhinoceros', 'rhino']","['gray', 'grey', 'greyness', 'grayness']"
Nilpferd,grau,5,colors,"['hippopotamus', 'hippo', 'Hippopotamus amphibius', 'river horse']","['gray', 'grey', 'greyness', 'grayness']"
Nilpferd,lila,1,colors,"['hippopotamus', 'hippo', 'Hippopotamus amphibius', 'river horse']","['purpleness', 'purple', 'violet', 'reddish blue']"
Nudel,gelb,5,colors,['noodle'],"['yellow', 'yellowness']"
Nudel,weiß,1,colors,['noodle'],"['whiteness', 'white', 'colorimetric whiteness']"
Nummernschild,schwarz,3,colors,"['license plate', 'number plate', 'plate', 'registration plate', 'licence plate', 'numberplate', 'vehicle registration plate']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Nummernschild,weiß,3,colors,"['license plate', 'number plate', 'plate', 'registration plate', 'licence plate', 'numberplate', 'vehicle registration plate']","['whiteness', 'white', 'colorimetric whiteness']"
Nuss,braun,2,colors,"['Neuss', 'head', 'caput']","['brown', 'brownness', 'Aquilus']"
Papier,gelb,1,colors,"['evening newspaper', 'evening paper', 'gazette', 'daily', 'newspaper', 'daily newspaper', 'paper', 'written news media']","['yellow', 'yellowness']"
Papier,weiß,12,colors,"['evening newspaper', 'evening paper', 'gazette', 'daily', 'newspaper', 'daily newspaper', 'paper', 'written news media']","['whiteness', 'white', 'colorimetric whiteness']"
Pasta,gelb,4,colors,['alimentary paste'],"['yellow', 'yellowness']"
Pfau,blau,1,colors,"['Pavo cristatus', 'blue peafowl', 'Indian peafowl']","['blue', 'blueness']"
Pfau,grün,1,colors,"['Pavo cristatus', 'blue peafowl', 'Indian peafowl']","['green', 'viridity', 'greenness']"
Pfauenfeder,blau,1,colors,[],"['blue', 'blueness']"
Pfauenfeder,grün,3,colors,[],"['green', 'viridity', 'greenness']"
Pfeffer,grau,1,colors,"['genus Piper', 'Piper']","['gray', 'grey', 'greyness', 'grayness']"
Pfeffer,grün,1,colors,"['genus Piper', 'Piper']","['green', 'viridity', 'greenness']"
Pfeffer,rot,1,colors,"['genus Piper', 'Piper']","['red', 'redness']"
Pfeffer,schwarz,5,colors,"['genus Piper', 'Piper']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Pfeffer,weiß,3,colors,"['genus Piper', 'Piper']","['whiteness', 'white', 'colorimetric whiteness']"
Pfeffermühle,schwarz,1,colors,"['pepper mill', 'pepper grinder', 'burr mill']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Pferd,braun,1,colors,"['horse', 'Equus caballus']","['brown', 'brownness', 'Aquilus']"
Pilz,grün,1,colors,"['fungus', 'mycete', 'mushroom']","['green', 'viridity', 'greenness']"
Post,gelb,6,colors,"['post office', 'local post office']","['yellow', 'yellowness']"
Postbote,gelb,3,colors,"['carrier', 'mailman', 'postman', 'mail carrier', 'letter carrier']","['yellow', 'yellowness']"
Presse,rot,2,colors,"['evening newspaper', 'evening paper', 'gazette', 'daily', 'newspaper', 'daily newspaper', 'paper', 'written news media', 'media', 'journalism', 'news media']","['red', 'redness']"
Pudel,schwarz,1,colors,"['poodle', 'poodle dog']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Pudel,weiß,1,colors,"['poodle', 'poodle dog']","['whiteness', 'white', 'colorimetric whiteness']"
Radkappe,schwarz,1,colors,['hubcap'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Reet,beige,1,colors,[],['ecru']
Reet,braun,1,colors,[],"['brown', 'brownness', 'Aquilus']"
Reetdach,gelb,1,colors,['thatching'],"['yellow', 'yellowness']"
Regenmantel,gelb,3,colors,"['raincoat', 'slicker', 'waterproof']","['yellow', 'yellowness']"
Regenmantel,grau,1,colors,"['raincoat', 'slicker', 'waterproof']","['gray', 'grey', 'greyness', 'grayness']"
Regenschirm,schwarz,2,colors,['umbrella'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Reifen,schwarz,5,colors,"['tyre', 'car tire', 'tire', 'car tyre', 'ring', 'band']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Rittersporn,rot,1,colors,"['delphinium', 'Delphinium']","['red', 'redness']"
Rose,grün,1,colors,"['rosebush', 'Rosa']","['green', 'viridity', 'greenness']"
Rose,rot,5,colors,"['rosebush', 'Rosa']","['red', 'redness']"
Rose,weiß,1,colors,"['rosebush', 'Rosa']","['whiteness', 'white', 'colorimetric whiteness']"
Rübe,gelb,1,colors,"['head', 'caput', 'beet', 'common beet', 'Beta vulgaris']","['yellow', 'yellowness']"
Rübe,orange,1,colors,"['head', 'caput', 'beet', 'common beet', 'Beta vulgaris']","['France Télécom', 'Orange S.A.', 'orangeness']"
Rübe,rot,1,colors,"['head', 'caput', 'beet', 'common beet', 'Beta vulgaris']","['red', 'redness']"
Rübe,weiß,1,colors,"['head', 'caput', 'beet', 'common beet', 'Beta vulgaris']","['whiteness', 'white', 'colorimetric whiteness']"
Sack,braun,3,colors,"['scrotum', 'bag', 'paper bag', 'carrier bag', 'poke', 'plastic shopping bag', 'pocket', 'trouser pocket']","['brown', 'brownness', 'Aquilus']"
Salat,grün,3,colors,"['salaah', 'salah', 'salaat', 'salad']","['green', 'viridity', 'greenness']"
Sand,braun,2,colors,"['sands', 'litoral', 'littoral zone', 'littoral']","['brown', 'brownness', 'Aquilus']"
Sand,gelb,4,colors,"['sands', 'litoral', 'littoral zone', 'littoral']","['yellow', 'yellowness']"
Sand,weiß,1,colors,"['sands', 'litoral', 'littoral zone', 'littoral']","['whiteness', 'white', 'colorimetric whiteness']"
Schach,schwarz,4,colors,"['chess', 'chess game', 'chess match']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Schach,weiß,4,colors,"['chess', 'chess game', 'chess match']","['whiteness', 'white', 'colorimetric whiteness']"
Schachbrett,schwarz,13,colors,"['chessboard', 'chess board']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Schachbrett,weiß,13,colors,"['chessboard', 'chess board']","['whiteness', 'white', 'colorimetric whiteness']"
Schildkröte,grün,2,colors,['turtle'],"['green', 'viridity', 'greenness']"
Schinken,braun,1,colors,"['ham', 'jambon', 'gammon', 'Gammon', 'raw ham']","['brown', 'brownness', 'Aquilus']"
Schinken,rot,2,colors,"['ham', 'jambon', 'gammon', 'Gammon', 'raw ham']","['red', 'redness']"
Schlauch,gelb,1,colors,"['hosiery', 'hose']","['yellow', 'yellowness']"
Schlauch,grün,1,colors,"['hosiery', 'hose']","['green', 'viridity', 'greenness']"
Schlauch,rot,1,colors,"['hosiery', 'hose']","['red', 'redness']"
Schlauch,schwarz,1,colors,"['hosiery', 'hose']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Schlauchboot,gelb,1,colors,"['row-boat', 'rowboat', 'rowing boat', 'dory', 'dinghy']","['yellow', 'yellowness']"
Schlittenhund,blau,1,colors,"['dalmatian', 'coach dog', 'carriage dog', 'Dalmatian']","['blue', 'blueness']"
Schlittenhund,grau,1,colors,"['dalmatian', 'coach dog', 'carriage dog', 'Dalmatian']","['gray', 'grey', 'greyness', 'grayness']"
Schlittenhund,schwarz,1,colors,"['dalmatian', 'coach dog', 'carriage dog', 'Dalmatian']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Schlittenhund,weiß,2,colors,"['dalmatian', 'coach dog', 'carriage dog', 'Dalmatian']","['whiteness', 'white', 'colorimetric whiteness']"
Schneckenhaus,braun,1,colors,['gastropod shell'],"['brown', 'brownness', 'Aquilus']"
Schnee,gelb,1,colors,"['snow cover', 'snow', 'snowfall', 'snow mantle']","['yellow', 'yellowness']"
Schnee,weiß,16,colors,"['snow cover', 'snow', 'snowfall', 'snow mantle']","['whiteness', 'white', 'colorimetric whiteness']"
Schneeball,weiß,7,colors,"['Viburnum opulus', 'European cranberry bush', 'guelder rose', 'crampbark', 'European cranberrybush', 'cranberry tree']","['whiteness', 'white', 'colorimetric whiteness']"
Schneemann,rot,5,colors,['snowman'],"['red', 'redness']"
Schneemann,weiß,3,colors,['snowman'],"['whiteness', 'white', 'colorimetric whiteness']"
Schnittlauch,grün,5,colors,"['chives', 'schnittlaugh', 'chive', 'Allium schoenoprasum', 'cive']","['green', 'viridity', 'greenness']"
Schnittlauch,lila,1,colors,"['chives', 'schnittlaugh', 'chive', 'Allium schoenoprasum', 'cive']","['purpleness', 'purple', 'violet', 'reddish blue']"
Schnittlauch,rosa,1,colors,"['chives', 'schnittlaugh', 'chive', 'Allium schoenoprasum', 'cive']","['rose', 'rosebush', 'pink']"
Schnittlauch,rot,1,colors,"['chives', 'schnittlaugh', 'chive', 'Allium schoenoprasum', 'cive']","['red', 'redness']"
Schnuppe,schwarz,1,colors,[],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Schornstein,schwarz,3,colors,['chimney'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Schuh,rot,1,colors,['shoe'],"['red', 'redness']"
Schuh,schwarz,1,colors,['shoe'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Schule,beige,1,colors,"['school', 'university', 'academy', 'herd']",['ecru']
Schweinchen,rosa,4,colors,"['piglet', 'shoat', 'piggy', 'shote', 'pig']","['rose', 'rosebush', 'pink']"
Schweinchen,schwarz,1,colors,"['piglet', 'shoat', 'piggy', 'shote', 'pig']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Seehund,grau,1,colors,"['harbour seal', 'common seal', 'harbor seal', 'Phoca vitulina', 'Harbour Seal']","['gray', 'grey', 'greyness', 'grayness']"
Seemann,blau,1,colors,"['seaman', 'tar', 'seafarer', 'Jack-tar', 'mariner', 'gob', 'old salt', 'Jack', 'sea dog', 'Jack Shephard', 'crewman', 'sailor']","['blue', 'blueness']"
Seemann,weiß,1,colors,"['seaman', 'tar', 'seafarer', 'Jack-tar', 'mariner', 'gob', 'old salt', 'Jack', 'sea dog', 'Jack Shephard', 'crewman', 'sailor']","['whiteness', 'white', 'colorimetric whiteness']"
Seerose,gelb,1,colors,"['genus Nymphaea', 'Nymphaea']","['yellow', 'yellowness']"
Seerose,rosa,3,colors,"['genus Nymphaea', 'Nymphaea']","['rose', 'rosebush', 'pink']"
Seerose,weiß,4,colors,"['genus Nymphaea', 'Nymphaea']","['whiteness', 'white', 'colorimetric whiteness']"
Seestern,orange,1,colors,"['sea stars', 'starfish', 'sea star']","['France Télécom', 'Orange S.A.', 'orangeness']"
Seezunge,grau,1,colors,"['sole', 'tonguefish']","['gray', 'grey', 'greyness', 'grayness']"
Seezunge,silber,1,colors,"['sole', 'tonguefish']","['silver', 'Ag', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
Seezunge,weiß,1,colors,"['sole', 'tonguefish']","['whiteness', 'white', 'colorimetric whiteness']"
Seife,weiß,1,colors,['soap'],"['whiteness', 'white', 'colorimetric whiteness']"
Seil,braun,1,colors,['rope'],"['brown', 'brownness', 'Aquilus']"
Sonne,gelb,5,colors,"['star', 'sun', 'Sun']","['yellow', 'yellowness']"
Sonne,rot,1,colors,"['star', 'sun', 'Sun']","['red', 'redness']"
Sonnenblume,braun,1,colors,"['Helianthus annuus', 'common sunflower', 'mirasol', 'sunflower']","['brown', 'brownness', 'Aquilus']"
Sonnenblume,gelb,10,colors,"['Helianthus annuus', 'common sunflower', 'mirasol', 'sunflower']","['yellow', 'yellowness']"
Sonnenbrille,schwarz,2,colors,"['sun glasses', 'sunglasses', 'shades', 'sun cheaters', 'dark glasses']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Sonnencreme,gelb,1,colors,"['sunscreen', 'sun blocker', 'sunblock']","['yellow', 'yellowness']"
Sonnencreme,weiß,2,colors,"['sunscreen', 'sun blocker', 'sunblock']","['whiteness', 'white', 'colorimetric whiteness']"
Spiegel,gelb,2,colors,"['glass', 'mirror', 'panel']","['yellow', 'yellowness']"
Spiegelei,gelb,12,colors,"['sunnyside up', 'fried egg']","['yellow', 'yellowness']"
Spiegelei,rot,2,colors,"['sunnyside up', 'fried egg']","['red', 'redness']"
Spiegelei,weiß,12,colors,"['sunnyside up', 'fried egg']","['whiteness', 'white', 'colorimetric whiteness']"
Stachelbeere,gelb,1,colors,"['gooseberry bush', 'gooseberry', 'Ribes grossularia', 'Ribes uva-crispa']","['yellow', 'yellowness']"
Stachelbeere,grün,5,colors,"['gooseberry bush', 'gooseberry', 'Ribes grossularia', 'Ribes uva-crispa']","['green', 'viridity', 'greenness']"
Stachelbeere,rot,1,colors,"['gooseberry bush', 'gooseberry', 'Ribes grossularia', 'Ribes uva-crispa']","['red', 'redness']"
Stein,grau,3,colors,"['stone', 'rock', 'pebble']","['gray', 'grey', 'greyness', 'grayness']"
Stein,weiß,1,colors,"['stone', 'rock', 'pebble']","['whiteness', 'white', 'colorimetric whiteness']"
Stereoanlage,schwarz,1,colors,"['stereophonic system', 'stereo', 'stereophony', 'stereo system']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
Stereoanlage,silber,1,colors,"['stereophonic system', 'stereo', 'stereophony', 'stereo system']","['silver', 'Ag', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
Stern,gold,1,colors,['star'],"['Au', 'amber', 'golden brown']"
Stift,blau,1,colors,['pen'],"['blue', 'blueness']"
Stift,rot,1,colors,['pen'],"['red', 'redness']"
Stift,schwarz,1,colors,['pen'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
