concept_og,feature_og,freq,feature,concept_en,feature_en
dolfijn,blauw,7,colors,['dolphin'],"['blue', 'blueness']"
dolfijn,grijs,4,colors,['dolphin'],"['gray', 'grey', 'greyness', 'grayness']"
dromedaris,beige,1,colors,"['dromedary', 'Camelus dromedarius', 'Arabian camel']",['ecru']
dromedaris,bruin,1,colors,"['dromedary', 'Camelus dromedarius', 'Arabian camel']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
dromedaris,geel,2,colors,"['dromedary', 'Camelus dromedarius', 'Arabian camel']","['yellow', 'yellowness']"
dromedaris,groen,1,colors,"['dromedary', 'Camelus dromedarius', 'Arabian camel']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
dromedaris,paars,1,colors,"['dromedary', 'Camelus dromedarius', 'Arabian camel']","['purpleness', 'purple', 'violet', 'reddish blue']"
druif,blauw,8,colors,['grape'],"['blue', 'blueness']"
druif,groen,8,colors,['grape'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
druif,paars,1,colors,['grape'],"['purpleness', 'purple', 'violet', 'reddish blue']"
druif,perzik,1,colors,['grape'],"['peach', 'peach tree', 'Prunus persica']"
druif,rood,1,colors,['grape'],"['red', 'redness']"
druif,wit,5,colors,['grape'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
drumstel,oranje,1,colors,"['drums', 'drum kit']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
drumstel,rood,1,colors,"['drums', 'drum kit']","['red', 'redness']"
duif,chocolade,1,colors,"['pigeon', 'dove', 'family Columbidae', 'Columbidae']","['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']"
duif,grijs,6,colors,"['pigeon', 'dove', 'family Columbidae', 'Columbidae']","['gray', 'grey', 'greyness', 'grayness']"
duif,wit,7,colors,"['pigeon', 'dove', 'family Columbidae', 'Columbidae']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
duif,zwart,1,colors,"['pigeon', 'dove', 'family Columbidae', 'Columbidae']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
duikboot,blauw,1,colors,"['U-boat', 'submarine', 'pigboat', 'sub']","['blue', 'blueness']"
duikboot,geel,1,colors,"['U-boat', 'submarine', 'pigboat', 'sub']","['yellow', 'yellowness']"
duikboot,grijs,4,colors,"['U-boat', 'submarine', 'pigboat', 'sub']","['gray', 'grey', 'greyness', 'grayness']"
duikboot,koraal,1,colors,"['U-boat', 'submarine', 'pigboat', 'sub']",['coral']
duikboot,zwart,1,colors,"['U-boat', 'submarine', 'pigboat', 'sub']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
duizendpoot,bruin,3,colors,"['centipede', 'Centipede']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
duizendpoot,grijs,1,colors,"['centipede', 'Centipede']","['gray', 'grey', 'greyness', 'grayness']"
duizendpoot,groen,4,colors,"['centipede', 'Centipede']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
duizendpoot,rood,1,colors,"['centipede', 'Centipede']","['red', 'redness']"
duizendpoot,zwart,2,colors,"['centipede', 'Centipede']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
dwarsfluit,beige,1,colors,"['flute', 'transverse flute']",['ecru']
dwarsfluit,grijs,1,colors,"['flute', 'transverse flute']","['gray', 'grey', 'greyness', 'grayness']"
dwarsfluit,zilver,6,colors,"['flute', 'transverse flute']","['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
eekhoorn,bruin,8,colors,['squirrel'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
eekhoorn,zwart,2,colors,['squirrel'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
eend,geel,7,colors,"['duck', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['yellow', 'yellowness']"
eend,groen,1,colors,"['duck', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
eend,wit,2,colors,"['duck', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
egel,bruin,5,colors,"['hedgehog', 'Erinaceus europaeus', 'Erinaceus europeaeus', 'European hedgehog']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
ekster,goud,3,colors,"['Pica pica', 'European magpie', 'Eurasian magpie', 'Eurasian Magpie']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
ekster,wit,2,colors,"['Pica pica', 'European magpie', 'Eurasian magpie', 'Eurasian Magpie']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
ekster,zilver,3,colors,"['Pica pica', 'European magpie', 'Eurasian magpie', 'Eurasian Magpie']","['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
ekster,zwart,8,colors,"['Pica pica', 'European magpie', 'Eurasian magpie', 'Eurasian Magpie']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
engelse sleutel,geel,1,colors,"['wrench', 'spanner']","['yellow', 'yellowness']"
engelse sleutel,goud,1,colors,"['wrench', 'spanner']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
engelse sleutel,zilver,1,colors,"['wrench', 'spanner']","['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
erwten,groen,9,colors,['pea'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
ezel,bruin,4,colors,"['ass', 'donkey', 'Equus asinus', 'domestic ass', 'Equus africanus asinus', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
ezel,goud,1,colors,"['ass', 'donkey', 'Equus asinus', 'domestic ass', 'Equus africanus asinus', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
ezel,grijs,7,colors,"['ass', 'donkey', 'Equus asinus', 'domestic ass', 'Equus africanus asinus', 'dolt', 'simpleton', 'lout', 'dummy', 'oaf', 'simple', 'putz', 'fool', 'imbecile', 'idiot', 'not the sharpest tool in the shed', 'chump', 'moron', 'galoot', 'bird brain', 'retard', 'half-wit', 'changeling', 'cretin']","['gray', 'grey', 'greyness', 'grayness']"
fagot,bruin,1,colors,['bassoon'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
fagot,goud,1,colors,['bassoon'],"['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
fazant,blauw,1,colors,"['Phasianus colchicus', 'ring-necked pheasant', 'common pheasant', 'Common Pheasant']","['blue', 'blueness']"
fazant,bruin,2,colors,"['Phasianus colchicus', 'ring-necked pheasant', 'common pheasant', 'Common Pheasant']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
fazant,groen,2,colors,"['Phasianus colchicus', 'ring-necked pheasant', 'common pheasant', 'Common Pheasant']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
fazant,rood,1,colors,"['Phasianus colchicus', 'ring-necked pheasant', 'common pheasant', 'Common Pheasant']","['red', 'redness']"
feta,olijf,3,colors,[],"['olive wood', 'olive grove', 'olive tree', 'olive', 'olive orchard', 'European olive tree', 'Olea europaea']"
feta,wit,2,colors,[],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
fiets,rood,2,colors,"['cycle', 'bicycle', 'bike', 'wheel', 'bicycling', 'biking', 'cycling', ""women's cycling""]","['red', 'redness']"
forel,blauw,1,colors,"['Salmo gairdneri', 'rainbow trout', 'trout']","['blue', 'blueness']"
forel,grijs,3,colors,"['Salmo gairdneri', 'rainbow trout', 'trout']","['gray', 'grey', 'greyness', 'grayness']"
fornuis,wit,1,colors,"['kitchen stove', 'cookstove', 'cooker', 'stove', 'cooking stove', 'range', 'kitchen range', 'range of a function', 'image', 'cook stove', 'improved cookstove']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
fornuis,zwart,1,colors,"['kitchen stove', 'cookstove', 'cooker', 'stove', 'cooking stove', 'range', 'kitchen range', 'range of a function', 'image', 'cook stove', 'improved cookstove']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
framboos,blauw,1,colors,"['wild raspberry', 'framboise', 'European raspberry', 'Rubus idaeus', 'raspberry', 'raspberry bush']","['blue', 'blueness']"
framboos,rood,7,colors,"['wild raspberry', 'framboise', 'European raspberry', 'Rubus idaeus', 'raspberry', 'raspberry bush']","['red', 'redness']"
framboos,roze,2,colors,"['wild raspberry', 'framboise', 'European raspberry', 'Rubus idaeus', 'raspberry', 'raspberry bush']",['pink']
frigo,wit,7,colors,"['refrigerator', 'fridge', 'icebox']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
fruitvlieg,zwart,3,colors,"['fruit fly', 'pomace fly']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
gekko,bruin,1,colors,['Gekkota'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
gekko,geel,1,colors,['Gekkota'],"['yellow', 'yellowness']"
gekko,groen,7,colors,['Gekkota'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
gier,rood,1,colors,['vulture'],"['red', 'redness']"
gier,zwart,1,colors,['vulture'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
giraf,bruin,2,colors,"['giraffe', 'Giraffa camelopardalis', 'camelopard', 'northern giraffe', 'Northern giraffe']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
giraf,geel,8,colors,"['giraffe', 'Giraffa camelopardalis', 'camelopard', 'northern giraffe', 'Northern giraffe']","['yellow', 'yellowness']"
giraf,groen,1,colors,"['giraffe', 'Giraffa camelopardalis', 'camelopard', 'northern giraffe', 'Northern giraffe']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
giraf,oranje,1,colors,"['giraffe', 'Giraffa camelopardalis', 'camelopard', 'northern giraffe', 'Northern giraffe']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
gitaar,bruin,2,colors,['guitar'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
gitaar,zwart,2,colors,['guitar'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
glas,groen,1,colors,"['glass', 'drinking glass']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
glas,wit,2,colors,"['glass', 'drinking glass']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
gocart,rood,2,colors,[],"['red', 'redness']"
gocart,zwart,1,colors,[],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
golf,groen,2,colors,"['bay', 'embayment', 'golf game', 'sea wave', 'ocean surface wave', 'wave', 'moving ridge', 'wind wave']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
goudvis,blauw,1,colors,"['Carassius auratus', 'goldfish']","['blue', 'blueness']"
goudvis,geel,3,colors,"['Carassius auratus', 'goldfish']","['yellow', 'yellowness']"
goudvis,goud,3,colors,"['Carassius auratus', 'goldfish']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
goudvis,groen,1,colors,"['Carassius auratus', 'goldfish']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
goudvis,oranje,9,colors,"['Carassius auratus', 'goldfish']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
goudvis,rood,6,colors,"['Carassius auratus', 'goldfish']","['red', 'redness']"
goudvis,zwart,1,colors,"['Carassius auratus', 'goldfish']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
grasmachine,groen,9,colors,"['mowing', 'lawnmower', 'lawn mower', 'mower', 'mowing machine']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
grenadine,geel,1,colors,[],"['yellow', 'yellowness']"
grenadine,rood,9,colors,[],"['red', 'redness']"
grenadine,roze,1,colors,[],['pink']
haai,grijs,3,colors,['shark'],"['gray', 'grey', 'greyness', 'grayness']"
haai,wit,2,colors,['shark'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
haai,zwart,1,colors,['shark'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
haan,rood,4,colors,"['lock', 'canal lock', 'lock chamber']","['red', 'redness']"
hagedis,geel,1,colors,"['lizard', 'Lacertilia']","['yellow', 'yellowness']"
hagedis,grijs,1,colors,"['lizard', 'Lacertilia']","['gray', 'grey', 'greyness', 'grayness']"
hagedis,groen,8,colors,"['lizard', 'Lacertilia']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
hamer,blauw,1,colors,"['pianoforte', 'piano', 'forte-piano', 'hammer']","['blue', 'blueness']"
hamer,rood,3,colors,"['pianoforte', 'piano', 'forte-piano', 'hammer']","['red', 'redness']"
hamer,zwart,1,colors,"['pianoforte', 'piano', 'forte-piano', 'hammer']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
hamster,beige,1,colors,"['hamsters', 'cricetinae']",['ecru']
hamster,bruin,3,colors,"['hamsters', 'cricetinae']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
handbal,oranje,1,colors,['handball'],"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
handbal,rood,1,colors,['handball'],"['red', 'redness']"
hardlopen,geel,1,colors,"['running', 'run']","['yellow', 'yellowness']"
hardlopen,rood,1,colors,"['running', 'run']","['red', 'redness']"
harp,geel,1,colors,"['Harp Island', 'Lamp harp', 'lamp harp']","['yellow', 'yellowness']"
harp,groen,1,colors,"['Harp Island', 'Lamp harp', 'lamp harp']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
harp,zwart,1,colors,"['Harp Island', 'Lamp harp', 'lamp harp']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
hazelworm,beige,1,colors,"['blindworm', 'slowworm', 'Anguis fragilis', 'slow worm']",['ecru']
hazelworm,bruin,1,colors,"['blindworm', 'slowworm', 'Anguis fragilis', 'slow worm']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
hazelworm,grijs,1,colors,"['blindworm', 'slowworm', 'Anguis fragilis', 'slow worm']","['gray', 'grey', 'greyness', 'grayness']"
hazelworm,groen,1,colors,"['blindworm', 'slowworm', 'Anguis fragilis', 'slow worm']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
helikopter,blauw,1,colors,"['helicopter', 'whirlybird', 'eggbeater', 'chopper']","['blue', 'blueness']"
helikopter,groen,1,colors,"['helicopter', 'whirlybird', 'eggbeater', 'chopper']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
helikopter,wit,1,colors,"['helicopter', 'whirlybird', 'eggbeater', 'chopper']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
hemd,blauw,3,colors,['shirt'],"['blue', 'blueness']"
hemd,grijs,1,colors,['shirt'],"['gray', 'grey', 'greyness', 'grayness']"
hemd,rood,1,colors,['shirt'],"['red', 'redness']"
hemd,wit,6,colors,['shirt'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
hert,bruin,5,colors,"['hind', 'deer', 'doe', 'cervid', 'Cervidae']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
hoed,bruin,2,colors,"['hat', 'chapeau', 'lid']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
hoed,grijs,2,colors,"['hat', 'chapeau', 'lid']","['gray', 'grey', 'greyness', 'grayness']"
hoed,wit,1,colors,"['hat', 'chapeau', 'lid']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
hoed,zwart,4,colors,"['hat', 'chapeau', 'lid']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
hommel,geel,5,colors,"['bumblebee', 'bumble-bee', 'bumble bee', 'humblebee', 'Bombus']","['yellow', 'yellowness']"
hommel,zwart,2,colors,"['bumblebee', 'bumble-bee', 'bumble bee', 'humblebee', 'Bombus']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
hond,bruin,1,colors,"['dog', 'Canis familiaris', 'domestic dog', 'Canis lupus familiaris']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
hond,zwart,3,colors,"['dog', 'Canis familiaris', 'domestic dog', 'Canis lupus familiaris']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
houtklem,blauw,1,colors,[],"['blue', 'blueness']"
houtklem,bruin,2,colors,[],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
houtklem,groen,1,colors,[],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
houtklem,rood,1,colors,[],"['red', 'redness']"
houweel,goud,1,colors,"['pickaxe', 'pickax', 'pick']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
houweel,zwart,2,colors,"['pickaxe', 'pickax', 'pick']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
hovercraft,geel,1,colors,"['air cushion vehicle', 'hover craft', 'ground-effect machine']","['yellow', 'yellowness']"
hovercraft,groen,1,colors,"['air cushion vehicle', 'hover craft', 'ground-effect machine']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
iguanodon,blauw,1,colors,[],"['blue', 'blueness']"
iguanodon,groen,1,colors,[],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
ijsbeer,wit,9,colors,"['polar bear', 'Thalarctos maritimus', 'Ursus Maritimus', 'ice bear']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
ijshockey,oranje,1,colors,"['hockey', 'ice hockey', 'hockey game', 'field hockey']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
inktvis,grijs,1,colors,"['squid', 'Teuthida']","['gray', 'grey', 'greyness', 'grayness']"
inktvis,paars,1,colors,"['squid', 'Teuthida']","['purpleness', 'purple', 'violet', 'reddish blue']"
inktvis,wit,2,colors,"['squid', 'Teuthida']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
inktvis,zwart,5,colors,"['squid', 'Teuthida']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
jas,bruin,2,colors,"['jacket', 'coat']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
jas,geel,1,colors,"['jacket', 'coat']","['yellow', 'yellowness']"
jas,grijs,1,colors,"['jacket', 'coat']","['gray', 'grey', 'greyness', 'grayness']"
jas,roze,1,colors,"['jacket', 'coat']",['pink']
jas,zwart,3,colors,"['jacket', 'coat']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
jeans,blauw,9,colors,"['blue jeans', 'denim', 'blue jean', 'jean']","['blue', 'blueness']"
jeans,zwart,1,colors,"['blue jeans', 'denim', 'blue jean', 'jean']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
jeep,grijs,2,colors,"['landrover', 'off-road vehicle']","['gray', 'grey', 'greyness', 'grayness']"
jeep,groen,2,colors,"['landrover', 'off-road vehicle']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
judo,groen,2,colors,"['judoka', 'judoist']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
judo,wit,7,colors,"['judoka', 'judoist']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
judo,zwart,2,colors,"['judoka', 'judoist']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
jurk,grijs,1,colors,"['dress', 'frock', 'maxi dress']","['gray', 'grey', 'greyness', 'grayness']"
jurk,rood,2,colors,"['dress', 'frock', 'maxi dress']","['red', 'redness']"
jurk,roze,1,colors,"['dress', 'frock', 'maxi dress']",['pink']
jurk,zwart,3,colors,"['dress', 'frock', 'maxi dress']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kaaiman,groen,1,colors,"['cayman', 'caiman', 'Caiman']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kabeljauw,blauw,3,colors,"['Atlantic cod', 'Gadus morhua', 'cod', 'family Gadidae', 'Gadidae', 'codfish']","['blue', 'blueness']"
kabeljauw,wit,7,colors,"['Atlantic cod', 'Gadus morhua', 'cod', 'family Gadidae', 'Gadidae', 'codfish']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kakkerlak,bruin,7,colors,"['suborder Blattaria', 'Blattodea', 'Blattaria', 'suborder Blattodea']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
kakkerlak,zwart,5,colors,"['suborder Blattaria', 'Blattodea', 'Blattaria', 'suborder Blattodea']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kalkoen,bruin,1,colors,"['Meleagris', 'genus Meleagris', 'turkey', 'Meleagrididae']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
kalkoen,rood,2,colors,"['Meleagris', 'genus Meleagris', 'turkey', 'Meleagrididae']","['red', 'redness']"
kalkoen,wit,1,colors,"['Meleagris', 'genus Meleagris', 'turkey', 'Meleagrididae']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kameleon,bruin,2,colors,"['chameleon', 'chamaeleon', 'Chamaeleonidae']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
kameleon,geel,1,colors,"['chameleon', 'chamaeleon', 'Chamaeleonidae']","['yellow', 'yellowness']"
kameleon,groen,5,colors,"['chameleon', 'chamaeleon', 'Chamaeleonidae']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kameleon,zwart,1,colors,"['chameleon', 'chamaeleon', 'Chamaeleonidae']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kanarie,geel,9,colors,"['canary', 'common canary', 'Serinus canaria', 'Atlantic canary', 'Atlantic Canary']","['yellow', 'yellowness']"
kanarie,groen,1,colors,"['canary', 'common canary', 'Serinus canaria', 'Atlantic canary', 'Atlantic Canary']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kangoeroe,bruin,3,colors,"['kangaroo', 'macropod']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
kangoeroe,groen,1,colors,"['kangaroo', 'macropod']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kar,groen,1,colors,"['car', 'automobile', 'machine', 'auto', 'motorcar', 'motor car', 'cycle', 'bicycle', 'bike', 'wheel', 'cart', 'handcart', 'go-cart', 'pushcart', 'ox-drawn cart']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
karper,grijs,1,colors,"['common carp', 'Common carp', 'European carp', 'carp', 'Cyprinus carpio', 'domestic carp', 'Eurasian carp']","['gray', 'grey', 'greyness', 'grayness']"
karper,wit,1,colors,"['common carp', 'Common carp', 'European carp', 'carp', 'Cyprinus carpio', 'domestic carp', 'Eurasian carp']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kat,grijs,1,colors,"['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['gray', 'grey', 'greyness', 'grayness']"
kat,wit,1,colors,"['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
kat,zwart,7,colors,"['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kers,perzik,1,colors,['cherry'],"['peach', 'peach tree', 'Prunus persica']"
kers,rood,9,colors,['cherry'],"['red', 'redness']"
kers,roze,1,colors,['cherry'],['pink']
kervel,groen,9,colors,"['chervil', 'beaked parsley', 'Anthriscus cereifolium', 'garden chervil']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kervel,oranje,1,colors,"['chervil', 'beaked parsley', 'Anthriscus cereifolium', 'garden chervil']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
ketel,zwart,6,colors,"['boiler', 'steam boiler', 'steam generator', 'teakettle', 'kettle', 'tea kettle']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kever,goud,1,colors,"['beetle', 'beetles']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
kever,groen,1,colors,"['beetle', 'beetles']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
kever,rood,2,colors,"['beetle', 'beetles']","['red', 'redness']"
kever,zwart,7,colors,"['beetle', 'beetles']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
kikker,geel,1,colors,"['toad', 'frog', 'batrachian', 'salientian', 'toad frog', 'anuran', 'Anura']","['yellow', 'yellowness']"
